"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description"
"ENSG00000054938",1404.87010861529,3.69543048595449,0.902138586239609,4.09630021630953,4.19805449562258e-05,0.0317344932839096,"CHRDL2","chordin like 2 [Source:HGNC Symbol;Acc:HGNC:24168]"
"ENSG00000101916",47.5522637540504,21.5128370502077,4.40838690447301,4.87997934763381,1.0609695024838e-06,0.00300758329716595,"TLR8","toll like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]"
"ENSG00000105697",18.3928567350572,20.1934208424516,3.26169478307101,6.19108230091314,5.97524981663655e-10,1.35506715341684e-05,"HAMP","hepcidin antimicrobial peptide [Source:HGNC Symbol;Acc:HGNC:15598]"
"ENSG00000120280",26.9163757098398,20.7232109930868,4.40915490319936,4.70004149276988,2.60108635599379e-06,0.00389182897155473,"TASL","TLR adaptor interacting with endolysosomal SLC15A4 [Source:HGNC Symbol;Acc:HGNC:25667]"
"ENSG00000121895",35.4398946846224,21.1004521348702,4.40872927146047,4.78606211351242,1.70085438334863e-06,0.00337487712567328,"TMEM156","transmembrane protein 156 [Source:HGNC Symbol;Acc:HGNC:26260]"
"ENSG00000127951",628.701042178577,4.67417087708448,1.09263532270794,4.27788739750807,1.88675414832145e-05,0.0164568502213977,"FGL2","fibrinogen like 2 [Source:HGNC Symbol;Acc:HGNC:3696]"
"ENSG00000131355",55.402873336087,21.7251043230748,4.40824495703102,4.92828881671467,8.29529319376123e-07,0.00289737072712503,"ADGRE3","adhesion G protein-coupled receptor E3 [Source:HGNC Symbol;Acc:HGNC:23647]"
"ENSG00000143546",28.7108007571625,20.8121390961156,4.40904429527726,4.72032887453831,2.35463629963789e-06,0.00381417442879915,"S100A8","S100 calcium binding protein A8 [Source:HGNC Symbol;Acc:HGNC:10498]"
"ENSG00000157005",2963.57122231716,6.22008963254325,1.47269180293291,4.22361937518478,2.40409937347708e-05,0.0201926539228567,"SST","somatostatin [Source:HGNC Symbol;Acc:HGNC:11329]"
"ENSG00000158481",21.0844943060412,20.3799102300899,4.40964440167263,4.62166750279445,3.80667790388315e-06,0.00431639207521311,"CD1C","CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]"
"ENSG00000166928",22.8789193533638,20.4963740488663,4.40946720808343,4.64826544379157,3.34737974172977e-06,0.00426498882274739,"MS4A14","membrane spanning 4-domains A14 [Source:HGNC Symbol;Acc:HGNC:30706]"
"ENSG00000168995",34.3183790300458,21.0574708505405,4.40877319639454,4.77626539459122,1.78580675139251e-06,0.00337487712567328,"SIGLEC7","sialic acid binding Ig like lectin 7 [Source:HGNC Symbol;Acc:HGNC:10876]"
"ENSG00000170178",39.1883685560637,8.4715578935125,1.91039339514526,4.43445727725015,9.23045213182288e-06,0.00951491788388542,"HOXD12","homeobox D12 [Source:HGNC Symbol;Acc:HGNC:5135]"
"ENSG00000174123",65.9451204891076,21.9486411900094,4.40810748619765,4.97915290376503,6.38631746359999e-07,0.00289737072712503,"TLR10","toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]"
"ENSG00000174837",42.617594873913,21.3615656317184,4.40850289562779,4.84553739386315,1.26269425426475e-06,0.003181708922024,"ADGRE1","adhesion G protein-coupled receptor E1 [Source:HGNC Symbol;Acc:HGNC:3336]"
"ENSG00000188822",26.0191631861785,20.6746930002046,4.40921592858845,4.68897267338489,2.74580049143997e-06,0.00389182897155473,"CNR2","cannabinoid receptor 2 [Source:HGNC Symbol;Acc:HGNC:2160]"
"ENSG00000225217",19.5143723896339,20.2753710543549,4.4098261773119,4.59777103203514,4.27034919097262e-06,0.00461157042632748,"HSPA7","heat shock protein family A (Hsp70) member 7 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5240]"
"ENSG00000251209",32.6610315530498,8.20902724748023,1.6545420413916,4.96151021981635,6.99471893305682e-07,0.00289737072712503,"LINC00923","long intergenic non-protein coding RNA 923 [Source:HGNC Symbol;Acc:HGNC:28088]"
"ENSG00000253821",21.9817068297025,20.4372770444364,4.40955207472311,4.63477394032585,3.57327752148339e-06,0.00426498882274739,"","novel transcript"
"ENSG00000258038",21.9903208507455,20.4378107674326,4.40955122860217,4.63489586760315,3.5711720457886e-06,0.00426498882274739,"LINC02327","long intergenic non-protein coding RNA 2327 [Source:HGNC Symbol;Acc:HGNC:53247]"
"ENSG00000286646",35.2155915537071,21.0956704524522,4.40873783786197,4.78496822180803,1.71014387931564e-06,0.00337487712567328,"MAP3K5-AS2","MAP3K5 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56125]"
